id,:@computed_region_cbhk_fwbd,name,:@computed_region_nnqa_25f4,fall,geolocation_coordinates_1,geolocation_coordinates_2,geolocation_type,mass,nametype,recclass,reclat,reclong,year
23092,,St. Mesmin,,Fell,3.93333,48.45,Point,8300,Valid,LL6,48.450000,3.933330,1866-01-01T00:00:00.000
23093,,St. Michel,,Fell,27.2,61.65,Point,17000,Valid,L6,61.650000,27.200000,1910-01-01T00:00:00.000
23097,,St.-Chinian,,Fell,2.95,43.43333,Point,134.30000000000001,Valid,L6,43.433330,2.950000,1959-01-01T00:00:00.000
23712,,Ställdalen,,Fell,14.95,59.93333,Point,34000,Valid,H5,59.933330,14.950000,1876-01-01T00:00:00.000
23713,,Stannern,,Fell,15.56667,49.28333,Point,52000,Valid,Eucrite-mmict,49.283330,15.566670,1808-01-01T00:00:00.000
23717,,Stavropol,,Fell,41.98333,45.05,Point,1500,Valid,L6,45.050000,41.983330,1857-01-01T00:00:00.000
23099,,Ste. Marguerite,,Fell,3.0,50.76667,Point,4960,Valid,H4,50.766670,3.000000,1962-01-01T00:00:00.000
23724,,Sterlitamak,,Fell,55.98333,53.66667,Point,325000,Valid,"Iron, IIIAB",53.666670,55.983330,1990-01-01T00:00:00.000
23726,,Stolzenau,,Fell,9.05,52.53333,Point,,Valid,Stone-uncl,52.533330,9.050000,1647-01-01T00:00:00.000
23728,24,Stratford,1040,Fell,-73.13333,41.2,Point,50,Valid,L6,41.200000,-73.133330,1974-01-01T00:00:00.000
23729,,Strathmore,,Fell,-3.25,56.58333,Point,13400,Valid,L6,56.583330,-3.250000,1917-01-01T00:00:00.000
23732,,Stretchleigh,,Fell,-3.95,50.38333,Point,10400,Valid,Stone-uncl,50.383330,-3.950000,1623-01-01T00:00:00.000
23733,,St-Robert,,Fell,-72.97806,45.96861,Point,25400,Valid,H5,45.968610,-72.978060,1994-01-01T00:00:00.000
23736,15,Success,955,Fell,-90.66667,36.48333,Point,3500,Valid,L6,36.483330,-90.666670,1924-01-01T00:00:00.000
23737,,Suchy Dul,,Fell,16.26333,50.53806,Point,815.3,Valid,L6,50.538060,16.263330,1969-01-01T00:00:00.000
23738,,Suizhou,,Fell,113.46667,31.61667,Point,260000,Valid,L6,31.616670,113.466670,1986-01-01T00:00:00.000
48951,,Sulagiri,,Fell,78.03333,12.66667,Point,110000,Valid,LL6,12.666670,78.033330,2008-01-01T00:00:00.000
23741,,Sultanpur,,Fell,84.28333,25.93333,Point,1710.5,Valid,L/LL6,25.933330,84.283330,1916-01-01T00:00:00.000
23745,,Sungach,,Fell,133.16667,44.86667,Point,637,Valid,H5,44.866670,133.166670,1935-01-01T00:00:00.000
23760,,Supuhee,,Fell,84.21667,26.71667,Point,7235,Valid,H6,26.716670,84.216670,1865-01-01T00:00:00.000
55529,8,Sutter's Mill,1187,Fell,-120.90806,38.80389,Point,992.5,Valid,C,38.803890,-120.908060,2012-01-01T00:00:00.000
23773,29,Sylacauga,1637,Fell,-86.2945,33.18836,Point,5560,Valid,H4,33.188360,-86.294500,1954-01-01T00:00:00.000
23776,,Tabor,,Fell,14.65,49.4,Point,7540,Valid,H5,49.400000,14.650000,1753-01-01T00:00:00.000
23778,,Tadjera,,Fell,5.41667,36.18333,Point,9000,Valid,L5,36.183330,5.416670,1867-01-01T00:00:00.000
23782,,Tagish Lake,,Fell,-134.20139,59.70444,Point,10000,Valid,C2-ung,59.704440,-134.201390,2000-01-01T00:00:00.000
23784,,Tahara,,Fell,137.305,34.72,Point,1000,Valid,H4/5,34.720000,137.305000,1991-01-01T00:00:00.000
23789,,Takenouchi,,Fell,134.9,35.38333,Point,720,Valid,H5,35.383330,134.900000,1880-01-01T00:00:00.000
23791,,Talampaya,,Fell,,,,1421,Valid,Eucrite-cm,,,1995-01-01T00:00:00.000
23795,,Tambakwatu,,Fell,112.76667,-7.75,Point,10500,Valid,L6,-7.750000,112.766670,1975-01-01T00:00:00.000
48691,,Tamdakht,,Fell,-7.015,31.16333,Point,100000,Valid,H5,31.163330,-7.015000,2008-01-01T00:00:00.000
23801,,Tané,,Fell,136.23333,35.43333,Point,905,Valid,L5,35.433330,136.233330,1918-01-01T00:00:00.000
23873,,Taonan,,Fell,122.9,45.4,Point,3850,Valid,L5,45.400000,122.900000,1965-01-01T00:00:00.000
23884,,Tatahouine,,Fell,10.41667,32.95,Point,12000,Valid,Diogenite,32.950000,10.416670,1931-01-01T00:00:00.000
23885,,Tathlith,,Fell,43.73333,19.38333,Point,2500,Valid,L6,19.383330,43.733330,1967-01-01T00:00:00.000
23887,,Tauk,,Fell,44.45,35.13333,Point,6000,Valid,L6,35.133330,44.450000,1929-01-01T00:00:00.000
23888,,Tauti,,Fell,23.5,46.71667,Point,21000,Valid,L6,46.716670,23.500000,1937-01-01T00:00:00.000
23897,,Tenham,,Fell,142.95,-25.73333,Point,160000,Valid,L6,-25.733330,142.950000,1879-01-01T00:00:00.000
23898,,Tennasilm,,Fell,26.95,58.03333,Point,28500,Valid,L4,58.033330,26.950000,1872-01-01T00:00:00.000
23908,,Thal,,Fell,70.6,33.4,Point,342,Valid,H6,33.400000,70.600000,1950-01-01T00:00:00.000
54493,,Thika,,Fell,37.15028,-1.00278,Point,14200,Valid,L6,-1.002780,37.150280,2011-01-01T00:00:00.000
23976,,Thuathe,,Fell,27.58333,-29.33333,Point,45300,Valid,H4/5,-29.333330,27.583330,2002-01-01T00:00:00.000
23984,,Tianzhang,,Fell,118.99,32.94667,Point,2232,Valid,H5,32.946670,118.990000,1986-01-01T00:00:00.000
23989,,Tieschitz,,Fell,17.11667,49.6,Point,28000,Valid,H/L3.6,49.600000,17.116670,1878-01-01T00:00:00.000
23998,34,Tilden,1762,Fell,-89.68333,38.2,Point,74800,Valid,L6,38.200000,-89.683330,1927-01-01T00:00:00.000
23999,,Tillaberi,,Fell,1.53333,14.25,Point,3000,Valid,L6,14.250000,1.533330,1970-01-01T00:00:00.000
24004,,Timochin,,Fell,35.2,54.5,Point,65500,Valid,H5,54.500000,35.200000,1807-01-01T00:00:00.000
24009,,Tirupati,,Fell,79.41667,13.63333,Point,230,Valid,H6,13.633330,79.416670,1934-01-01T00:00:00.000
54823,,Tissint,,Fell,-7.61123,29.48195,Point,7000,Valid,Martian (shergottite),29.481950,-7.611230,2011-01-01T00:00:00.000
24011,,Tjabe,,Fell,111.53333,-7.08333,Point,20000,Valid,H6,-7.083330,111.533330,1869-01-01T00:00:00.000
24012,,Tjerebon,,Fell,106.58333,-6.66667,Point,16500,Valid,L5,-6.666670,106.583330,1922-01-01T00:00:00.000
24019,,Tomakovka,,Fell,34.76667,47.85,Point,600,Valid,LL6,47.850000,34.766670,1905-01-01T00:00:00.000
